,Text,Class
4530,richiedev converseson stay close pleas nigguh,OFF
4531,richbummitch say got lil bitch aint get memo,OFF
4532,richhomielexx tryanna explain sumn des young boy daysthey dont know wat true pimp pimpin des hoe moma lmfaoo,OFF
4533,richardengel ughand lemm guess yellow cake heard stori,NOT
4534,richxinxflavor im fag gtfo,OFF
4535,rickbaka hard tosh kind hoe ,OFF
4536,rickiroma bitch watch ya tone drag recycl bin bitch ass nigga gon end like limewir ol exe ass nigga,OFF
4537,rickiroma shut fuck guy mediocr wash basura juic sit win close game raider jet faggot,OFF
4538,rickyngan target got high class hoe,OFF
4539,rickym bitch ,OFF
4540,ricochavo oh cute fanci bitch,OFF
4541, get peopl face lol yet u r teabagg twitter dash shut fuck alreadi,OFF
4542,righteouz growejr could chick boob face score fight better bitch made ,OFF
4543,righteouz growejr bitch jail ,OFF
4544,righteouz lmfao rememb redneck school shit lol,OFF
4545,rihannahasaid free ticket couldnt go chemistri aint bitch,OFF
4546,rihannahasaid knew farquaad faggot,OFF
4547,rikfiair pusha ye gonna write whole bitch,OFF
4548, nigger fighter huh,OFF
4549,rishaawilliam byee iverrishaa  ghetto ass name,OFF
4550,rivenbarkyahoo halerazor jim hogg counti dirt poor democrat lean counti hebronvill seat near ghetto,OFF
4551,rnadjorel knock bitch soul bodi lol,OFF
4552,rniswirvinn lilkevj ur wrong stupid nigger,OFF
4553,  god bitch bad,OFF
4554, thank go clean trash ya lil nasti lol,NOT
4555,robfernau gregabbotttx nra dead babi pile like trash dump someth proud,OFF
4556, ha lol like selena horni bitch lol,OFF
4557,robertgbeckel know good hoho  andreatantaro answer havent given hoho whoa thefiv,NOT
4558,robincoldiron god damn bitch smh run away,OFF
4559,robinfuri drake bitch made like phont much wont track,OFF
4560,rocss ballhawkcart nah son ca go half girl bitch want spend  fake hair,OFF
4561, like let em bring da heat dis bitch   linkup bro,OFF
4562, one rawest nicca doin dis shit,OFF
4563, fr  finna bam nicca said yu lucki jus got robberi call,OFF
4564, bro fist bitch shit,OFF
4565, song hoe,OFF
4566,ronanfarrow yeah know angloamerican principlesslaveri hate racism,NOT
4567, pharrel gave  trash nonbasketbal soundtrack yall still problem server ,NOT
4568, dawg trash momma got charg litter drop school,NOT
4569,roodeepoo aye bitch,OFF
4570, disast pussi thing wreck,OFF
4571,rosaalba  faggot sent hella nude hmmmm,OFF
4572,roscoedash lmao soft ass nigga tri act tough littl bitch sit watch sidelin pussi,OFF
4573,roscoedash shut fuck wack fuck garbag mohawk faggot stop make music shovel snow scrub,OFF
4574,rosegoldbenzo duhlol tweet eat pussi back tongu made obviouslol,OFF
4575,rosi politicususa   yrs till next pres bitch bout odumba left herhim,OFF
4576,rottenstenchdat charli,NOT
4577,rottenstench tank lot dare mr pube love uncl tom ,OFF
4578,rottensoil captfaggotp boy sure come wit crazi name day never talk faggot,OFF
4579,royallyk say one fill empti hole insid worship royal  u kno may rage snotti bitch,OFF
4580, green banana better yellow one,NOT
4581,rubyfakhouri nyquildream guynamedjordan let forget fact everyon mother yellow fever,NOT
4582, asain take wu tang clan draft suppos half breed like miketaylorshow fallinginthedraft,NOT
4583,rugarickrock ima make sick entranc song nig,OFF
4584, let know lol ill go kill hoe,OFF
4585,runuldor faggot sack,OFF
4586,russelltpot  say would beat like bitch put foot neck shoot,OFF
4587,russelltpot lol dude wish hadnt got  would make pussi like cri enemi,OFF
4588, bitch boy,OFF
4589, bitch,OFF
4590, reason hit know pussi wont get cool point,OFF
4591, lie hurt like bitch bruis arm would suggest dont lol,OFF
4592,ryeordi nigga told bitch made amp real nigga kind real,OFF
4593,rylannwilliam ok chill love bird lol,NOT
4594,rylannwilliam whooooo chelsey fuck lol juss bitch,OFF
4595,sammiboyden bruh final roll like redneck  drug dealer,OFF
4596,sammiboyden idk let redneck shit ask samuela,OFF
4597,sammiboyden dont hang concert smh ima kill bitch,OFF
4598,sammiboyden well hes cunt suck ass,OFF
4599,sammiboyden fuck twat start talk,OFF
4600, pussi boi,OFF
4601, aint shit pussi lol go get hit aint touch  yrs lmfao,OFF
4602,  fuzzi dice might nicest thing could put car lol ,NOT
4603,sfgiant trash smh game rig bumgarn took roid,NOT
4604,shaikethatass repli hoe ,OFF
4605, gotta love tanner countri hoe amp allhaha,OFF
4606,skeeerra thank bitch proofread tweet vacat week,OFF
4607,smasey your faggot,OFF
4608,smlbound cracker jack work cdc  ya think check plane full peopl,NOT
4609,snakehaid  rducppp   ur profil one arm nigger,OFF
4610,sneakerluk wojtata mikeymikerowav joecushkush poor  annoy ass cunt fan dont care know,OFF
4611,spiffyvuitton gotta start treatin ugli hoe like dime get fine ass,OFF
4612,spiffyvuitton see bitch fake leg that bout come lmao kinda bad doe pole,OFF
4613,spiffyvuitton pussi smell like boil hot dog water lizard dick,OFF
4614,ssickstori lester tri eat bird,NOT
4615,staccswntfold tell coon,OFF
4616, leemcastro even blogger doesnt moxi credenti anyth creat brand,NOT
4617,swankpatron nonexist hoe,OFF
4618,sroach happi birthday nicca coon shit respons way,OFF
4619,sactownprodigi lol like rgiii go like weak bitch return next year win  game,OFF
4620,sactownproidgi speakcomedi yungluci karonavila notic guy call jiggaboo,NOT
4621,sactownproidgi speakcomedi yungluci karonavila nigga get dick chees forc eat bitch,OFF
4622,sadderdr  know man uncl tom mental never die ol martin baker headass,OFF
4623,salacioussulli alway amaz resili keep go night shift realli better ghetto,OFF
4624,salacioussulli toni drink sloppili say cunt hear bare ass,OFF
4625,salacioussulli hope back da ghetto,NOT
4626,sallybitesalot lol find redneck oakleaf take,NOT
4627,salondotcom foolishreport tell tweet your twat,OFF
4628,saltyblackbroad maam clear tweet naacp  care may brand race traitor nerv ,NOT
4629,samfeistcnn cnnpolit opinion plz elect improv bo still allow trash america,NOT
4630, kxrxsxb timber nigger,OFF
4631, world dont spank monkey monkey spank us,NOT
4632,sammylightn got hoe differ area code,OFF
4633,sammylightn roll bitch dey like ,OFF
4634,sammylightn tim pussi,OFF
4635,sammyskinn hey nig,OFF
4636,sammysicko get bag pink n white colour van sweet pleas thank dude ,NOT
4637,sammytbh that thought pussi,OFF
4638,sammytbh what youtub channel faggot,OFF
4639,sammytbh your fuck relev get follow follow train unfollow peopl your faggot,OFF
4640,sandraguzman nigger,OFF
4641,sarahauten bitch slap assholewith chair,OFF
4642,sarahksilverman saw black nra skit vile your funni fan anymor cunt,OFF
4643,sarahlevitz  okay im shit hoe,OFF
4644, yall got take da color vacat kentucki fri chicken da white meat,NOT
4645,sarakatee fazerain wouldnt proud faze famili hes horribl one two hes ugli trailer trash fazeisgay,OFF
4646,sashatheii atfierc queenkhia bitch stupid bey hive bee hive lil kim queen b bey queen b,OFF
4647,savageniggg chillasstweet bitch,OFF
4648, real shit light armor bitch find tho,OFF
4649,sayitaintchey bitch rting hella chees tweet right said lactos intoler gotta c,OFF
4650,schoolboycol yes said spit bitch,OFF
4651,schoolboycol bitch,OFF
4652,scanbc hoe cooki crisp cop case,OFF
4653,schoolboyg gotta phone avi text got negat bitch,OFF
4654,schulzgrayson  dont mom bitch ass nigga u better shut fuck mouth duck ass,OFF
4655,schulzgrayson  go talk shit least back fight bitch ass nigga swear u nigga fake pussi boy,OFF
4656,schulzgrayson  lmfao im still pull hoe suppos effect suppos hurt fell fuck boy,OFF
4657,schulzgrayson  oh woulda coulda shoulda ass nigga bitch ass nigga u bout oh ban wag ass nigga catch phase,OFF
4658,schulzgrayson  talkinfgalot shit cant back dem word tho bitch ass nigga u talk fight,OFF
4659, yeah your gonna play retard wanna drug day ,NOT
4660,scootiemcb bitch need guidanc lol,OFF
4661,scottdeyag photshop pinhead like johngalt piston instead faggot needlesgt might impressedgt gay,OFF
4662,scottferral howardstern photo kate upton cheer yanke last night game ,NOT
4663, brantal hunterxsfob think hes retard somethin ,OFF
4664,scottyplagu dancingxburrito reganleahhh come davi show celebr retard,OFF
4665,scoutingforfifa theburntchip joelburtfifa jpizzlefifa eye wit joel faggot,OFF
4666,sequoiagabri yeah hoe,OFF
4667,seanrosssapp dont think anyon mock man ive seen peopl mock bespectacl social media mourn cultur zeitgeist,NOT
4668,seanabl love much mayb one bitchier bird,OFF
4669,seauxcocoa get new pussi share,OFF
4670,selectakerri see ppl say run train bird parri thing das knowso look clariti,NOT
4671,selfcuttinggirl anthonycumia thought would think cuteyou know like shut clam  minut dunc,NOT
4672,selfmadeeyg wya bitch,OFF
4673,selxnaa im redneck crazi,NOT
4674,semimooch believ evolv whatnot find hard believ came ape,NOT
4675,senmikele pull pocket constitut bring man tedcruz mock mccain wackobird comment hahaha standtal,NOT
4676,sethmacfarlan deep pussi tongu dial  need halp,OFF
4677,sexwithsockson faggot,OFF
4678,seymourblanco suppos hang w week nigger,OFF
4679,shainarakia doubt caus bitch aint noth nigga downfal,OFF
4680,shainarakia great thing bitch offer ,OFF
4681,shakiyateniec celebrityk said aint trick hoesllsfoolish,OFF
4682, bad bitch open mouth,OFF
4683, tri get job age  real bitch let alon new career work  year homeless,OFF
4684,sharpayydol cunt nigger fuck ball tit cocksuck piss dick kike cant take swear dont go god damn internet,OFF
4685, im finna get leg dne amp hand catch hoe,OFF
4686, good one fag boy,OFF
4687, okay closet fag,OFF
4688,shawnieceqb rememb time hilfig wus seen polountil said aint wan nigger wear ish,OFF
4689,shawtyimout cunt,OFF
4690,shaylovesya bitch u lame fuk lol,OFF
4691,sheanxiv  yea ion brussel sprout  bare cordon bleu want tri someth dif  get tire nigger food,OFF
4692, ok reason god make parasit worm whose sole purpos burrow eye small african child,NOT
4693,shenellyb lol u knw dem project bitch dem light brown roach call dem water bug ,OFF
4694,shepnewsteam lmao dude said would get commit saudi arabia jordan crow tast proof full,NOT
4695,sheslesle sure    lmao pussi,OFF
4696,shittergap optimisticdoom heyho di doedat funni da girl,OFF
4697, chad reed fag hes  kinda guy,OFF
4698, ya fag,OFF
4699,shojoai bright neon yellow gauntlet,NOT
4700,shotmoistboyc fuck mani hoe ,OFF
4701,shvkxir rickiroma baesongz jayzoverr ahm retard mikey special olymp box,OFF
4702,sicilianinheel  lol that basic like got mani hoe curv,OFF
4703,sidehoenextdoor height yeah chunki bitch,OFF
4704, call basic bitch im sure feel,OFF
4705,silverbirdusa retard love alway retard sentiment,OFF
4706,simoncowel littl bitch,OFF
4707, follow u sexi bitch,OFF
4708, lebron bitch damian,OFF
4709,sinexderek guy pussi ,OFF
4710, bird ground still aliv cant believ,NOT
4711,sisteena know your call fag,OFF
4712, zaytovenn shiddd add turn bitch lmao,OFF
4713,skippylongdick liter confront bitch ass fo reall trill,OFF
4714,slimgirlprobz das calld usen yo brain retard would whoop yo ass n front da polic,OFF
4715,slothng guarante thing your white youv never anywher near real ghetto relat pig ,OFF
4716,slowdollaz photoshop nig,OFF
4717,slumlordlaffi bitchk,OFF
4718,smilesbakedthi gun bad bitch  ,OFF
4719,smokeesmb damn got call hoe,OFF
4720,smokeybahr go get sum bitch,OFF
4721,sotrippywhit rememb african bitch use work cmi,OFF
4722,sotrippywhit right bitch like damn hope get job target bitch better still livin ya momma ass hoe,OFF
4723,sowavyte hey hun,NOT
4724,softestmuffin torahblaz  billi goat hillbilli suck amp fuck disgrac brazzen face unabash pig,OFF
4725,softestmuffin  torahblaz best believ aint christian slave brainwash black spook miss white man unlik yoself devil,OFF
4726,softestmuffin  torahblaz end day call yo dumb ass monkey pickananni hoe u luv white devil,OFF
4727,softestmuffin  torahblaz word accustom nigger muchyour almighti one next u yo nigger,OFF
4728,softestmuffin  torahblaz convinc u lame nigger liver believ cuz nigger whore,OFF
4729, dont give fli fuck teabagg piec human garbag like think ,OFF
4730, teabagg scum want threaten peopl peni extend danger countri,OFF
4731,solyybe hahahah real like bitch crazi lol,OFF
4732,sonniejohnson  wedlock birth lie latino  place most driven illeg alien w anchor babi,NOT
4733,soopdevill crush got exot bitch dream,OFF
4734, medal hate fag wont kill medal thank u privileg let fag live,OFF
4735,southeastqueen ignor sorri call bitch uncal,OFF
4736, gotta turn hoe housewif,OFF
4737,sponkymusicladi besid ur impost idol look noth like word god describ saviour israel revel envious bitch,OFF
4738,sportsgrind  mock done simul check pick team mani round go,NOT
4739,stpaulbrandon color lebanes,NOT
4740,stanleystink shame selfhat kike jew gds chosen peopl,OFF
4741,staristhefutur call gopblackchick hous nigger shes racist fathom hypocrisi statement,OFF
4742,starlavafox bitch dont like cant bitch,OFF
4743,starstunnatbgh fact   idc iont bitch im good lol,OFF
4744,starbuckssana sure slant theyr plagiarist idea,NOT
4745,starkfreeordi fuckin want outgt im tire bullshit faggot ass closet racist wannabecommunewithoutrailroad stategt cali,OFF
4746,starkfreeordi honest that im retard stuck artist hope fair dealermanag situat,NOT
4747,staygetnutti u bitch boy,OFF
4748,staydelusion text u fag,OFF
4749,steezho that lil nigga middl  lock wid bitch,OFF
4750,steezho nigga bitch man,OFF
4751,stephdamartian made endear name us like nigger spook amp monkey,OFF
4752,stephanieschal  ooo logan pull bitch,OFF
4753, bad littl bitch,OFF
4754,stephican mhmm tweet bird ,NOT
4755, lmao let hangout weekend hoe,OFF
4756, im pimp guy park play bitch volleybal hairychestsdoe,OFF
4757, never happen faggot got complement today golf  sever time ,OFF
4758, faggot,OFF
4759, hii fag ,OFF
4760, biggest faggot world,OFF
4761, hoe,OFF
4762, realjameswood like call someon nigger theyr black act like nigger,OFF
4763,stevemartintogo care might tri queer ya,OFF
4764,stevestockmantx toddstarn oh see part giant govt take eh stockboy joke repres dumb teabagg,OFF
4765,stevestockmantx bullshiti guess poor moneytax money mover rate work peopleyou teabagg traitor,OFF
4766,stevestockmantx didnt propos brilliant idea colleg student pack heat savant dumbass teabagg,OFF
4767,stevestockmantx hes friggin idiot say anyth redneck teabagg constitu buy love stupid peopl,OFF
4768,stevestockmantx hey turd cutterstop tweet juvenil shit jobidiot teabagg,OFF
4769,stevestockmantx stockboy u talk u tweet lie childish shit obamayour unqualifi appeal dumb redneck,OFF
4770,stevestockmantx teabagg dunc want elimin educ togeth groom teabag voter lolthedumbestteabagg,OFF
4771, lazi redneck get back work govern stay twitter lie bullshitstockmantheliar,OFF
4772, much knob gobbl one day your head blockhead,OFF
4773, white conserv teabagg make world go round pleas rulersstockboy,NOT
4774, teaparti anti american republican teabagg stop forc ur religion rest us stockman u dont prayliar,NOT
4775, tedcruz ted cruzleaderlol lol lol lol lol omg lol lol lol lol lol funni ass rednecklol lol lol lol lol,OFF
4776, friggin red state pussi republican parent ,OFF
4777, golli womper dad gum son lyin cheatin scoundrel fuck man ya chicken shit pussi republican,OFF
4778, stockboyeveryon mock,NOT
4779, bush took  time mani vacat republican teabagg pusseswah,OFF
4780, pay tax teabagg,NOT
4781, havent evolv human typic meathead redneck piti dont know freedom,NOT
4782,stevewojtkiw emmalouisasuttl wise decisionthi alfi must right mong,NOT
4783,stevenlevandow tf get bitch stat,OFF
4784,stevenratata bye your queer,OFF
4785,stevenratata boot get bitch,OFF
4786,  retard,OFF
4787,stonisnipezz ever fav fuckin cunt,OFF
4788,stonisnipezz peopl bitch lose hour sleep today even get daylight,OFF
4789,stonisnipezz joke right your like ugh wish jap tweet gook shit jerkin hentai,OFF
4790,stranglem look like lesssquintyey mikelreparaz hmm,NOT
4791,stranglem mother look like toughasnail birdi see got  nice food,NOT
4792,striveforlight report bitch need read twitter rule guidelin aint facebook cunt,OFF
4793,studlydubl eat pussi,OFF
4794,stunningstina tortilla trash though,NOT
4795,stunningvisu yes hoe alway camera,OFF
4796,stvtch iambjrap cheffincurri girltimeusa lilbthebasedgod bitch look like shamu go back seaword,OFF
4797,sususudafedi eat dat chicken love box babi lovin white woman eatin chicken color man dream,NOT
4798,suckmybenjamin  hoe twatchin right nie dey need uh answer,OFF
4799, room temp cus sensit bitch teeth  ,OFF
4800, youtub bear vs monkey bike race,NOT
4801,sunkissedsexii bitch tri turn shit like facebook,OFF
4802,sunyhd abouta get crayon anim cracker  ,NOT
4803,superdickrikki im high upset dat des bitch tryanna clown media sight bitch aint go,OFF
4804,superheroreport im go show bitch done ,OFF
4805,susannewhit theyr goooood want like savouri salti cheesi cracker,NOT
4806, johan free agent harvey hurt retard valverd ignor,OFF
4807,swagishstern yea listen hoe wake,OFF
4808, come see anyon name swagner obvious pussi,OFF
4809, thank ya fuck hoser,OFF
4810, happi happi helloween helloween whoa oh whoa ho helloweenorg ,NOT
4811, bird wasnt port bird,NOT
4812,sweetkixx u see lame pic ofmin due infatu nigger im hebrew fite children satan street,OFF
4813,swishaserb bitch linda kod,OFF
4814,sydneesmal fuck miley tranni look damn ass nigga,OFF
4815,sydneysantana say hoe spark mani blunt sinc left,OFF
4816,sylviaobel girl that hos need dont care ,OFF
4817, that thought pussi,OFF
4818,tghawk yellow ,NOT
4819,thedingojohnson killallsimp ur blind bitch dude video way skinnier,OFF
4820,thehermancain redskin im liber amp support chang name transcend standard polit grandstand,NOT
4821,thehermancain send one teabagg friend  watch head explod,NOT
4822,theracistdoctor one less littl nigger would grow big nigger,OFF
4823, bitch answer call,OFF
4824, bitch smd,OFF
4825,thygoat itsvinnydo cracker leav parch asf,NOT
4826,tmz britneyspear mickey mous ear hatand tail matter,NOT
4827, feel way new england patriot amp new york yanke unlik u ive work boston amp nyc texa prison upgrad,NOT
4828,tnkidsfoodporn oreo ,NOT
4829,tobinsuprem trash,NOT
4830,toddiesoplay well sinc blood get g pass time wont tell wop lyric situat,NOT
4831, bitch bouta zoot,OFF
4832,truesmokeryfb im coolin know ole shit differ day nig,OFF
4833,trobwaddup jordangrim turndowndr kushdaddycorr lmao pussi,OFF
4834,trobwaddup let go right bitch knock last time let fight right,OFF
4835,ttukingsburi morph charli wei never ceas disturb,NOT
4836,tflye kill hoe though,OFF
4837,tflye lmaoooo know taylor brazil eat oversea pussi,OFF
4838,tflye lmaooooo bro still got shit hoe box come back nigga,OFF
4839,tflye hoe im roll ,OFF
4840,tflye got hoe,OFF
4841,tkelllz push step back lolol pussi shit,OFF
4842,tabath cunt welcom twitter,OFF
4843,taerhod  gay gabriell bad fuck even though bitch bad cant cheat dimefoh lol,OFF
4844,takingbacksunda nycgreenfield lsarsour that resist worthless retard need dictionari,OFF
4845,tamelax wannab ghetto white girl deal unaccomplish black man sex,OFF
4846,tamishaaj know bitch dont go nomo,OFF
4847,tamorit  truth hurt nigguh,OFF
4848,tannerharri ive know fag,OFF
4849,tasogarenoraiko decid damara make gladiola gorgeous rustcolor one come,NOT
4850,tastemygay idc still get that pussi,OFF
4851,tastemygay lol imma look bitch ass wanna,OFF
4852, aint say wrong stupid hoe show get attent dudesno one bigger game,OFF
4853, like imma stop talk vibe headphonestalk come get pussi word,OFF
4854,tattoomylif cuz whole team trash,NOT
4855,tayhaswagg truuuu bitch dont respect im shit talkin lol,OFF
4856, faggot,OFF
4857,taylorsimone nip pierc  ,OFF
4858,tayscalf protril fuck em right pussi,OFF
4859, hes trash,OFF
4860,teammarlo dumb nigger,OFF
4861,teamski yellow pari fantast effort allezwiggo vroomfroomenow last stage grab gocav ,NOT
4862,teampowerstrok hoe hoe noth someth guy dispos truthbetold,OFF
4863, add name ghetto like look like use label maker lol,NOT
4864,tednug werent gung ho got draft instead shit seem like anoth repcon chicken hawk,OFF
4865,teebizzl im beauti bitch,OFF
4866,teebizzl hoe fun,OFF
4867,teebizzl aint shit aint shitbitch meant eachoth,OFF
4868,teebizzl nah bitch like pooki new jack citi,OFF
4869,teebizzl shut bitch,OFF
4870, shit trash,OFF
4871, lil ricki stole mj chain tri flex bitch avi,OFF
4872,terrorfranchis nope definit retard,OFF
4873,terrytgood  moor use give kid free lunch bronx kid glad see still good,NOT
4874,texashumor drink bitch beer outta badass kuzi,OFF
4875, ericmarin elchavaloko lol naw bitch sociopath,OFF
4876,texgallesli bet valeri jarret hand humanitarian crisi didnt vote commi bitch,OFF
4877,tharealgapeach got thank hun ima text u,NOT
4878,thadisr dis hoe imma get lmfaoooo,OFF
4879,thankyouariana one ask bitch,OFF
4880, low blow cuntfac mani time yank beat us playoff last  year,OFF
4881, bitch pleas gonna happen nope,OFF
4882, fuck bitch hope navi beat em week  trail,OFF
4883, fuck bitch,OFF
4884, thank hate eat poison fall run face first wall yanke miss playoff,OFF
4885, happen year lost one game playoff bitch bitch ass twin bitch lucki,OFF
4886,thatangrynigga probabl took point gibb isnt east coast say hoe,OFF
4887,thatangrynigga get bitch right,OFF
4888,thatassholealan bitch ass nigga here new belt ,OFF
4889,thatassholealan nick background nigger,OFF
4890, brunswickbecooo okay melo bitch ,OFF
4891, straight pussi,OFF
4892,thatboyado fuckin pussi haha,OFF
4893,thatboyado didnt even catch pussi,OFF
4894,thatchriseckert gobbl de gook,NOT
4895,thatfalcongirl love hoe hahahhaa  uglyass,OFF
4896,thatguynorman miguepantoja trash,NOT
4897,thathaleyway  aahahah fuck watch trash,OFF
4898,thatkidvicent thank littl bitch ,OFF
4899,thatniggak alreadi know juss order weekend  tha white hoe ,OFF
4900,thatslutadrian bitch ask day,OFF
4901,thatslutadrian bitch option,OFF
4902,thatslutadrian bring bitch,OFF
4903,thattallcashi lol your retard ,OFF
4904,thatniggatroy need get outta bitch meridian bad long get paper good,OFF
4905, im omi movi right im liter gonna slap bitch scream shit,OFF
4906,theangryafrican kiyxni dont think beat mayweath hes far trash unlik floyd actual put maidana,NOT
4907, father born nanticok attend lehigh im ct yanke love pennsylvania dutch cook ,NOT
4908,theblacktictac call bitch see dont slap sexi mom justin timberlak bring back,OFF
4909,theblondebetch whoa sorri spell check error ho hey sorri,NOT
4910,thebove mrastonish outchea bitch,OFF
4911,thebove csgo bitch,OFF
4912,thecheekyd hi  yeah troll annoy dont concern theyr twat amp life lol ignor x,OFF
4913,thechicagobak stopbeingfam raniakhalek bird  wedlock rate white father run away,OFF
4914, dont like trash talk either way fair that twitter im ball text,NOT
4915,thedailyshow well ado get da fock ya lil bitch,OFF
4916,thedevonclark  faggot scoon wanna ball,OFF
4917,theellenshow stfu trash,OFF
4918,theernii designswithsoul pull trigger bitch,OFF
4919,theernii your littl bitch,OFF
4920,thegamecubeguy like day bird got classroom,NOT
4921,thegamecubeguy bird school,NOT
4922,theironponi rebel next youll rip mattress tag slipperi slope,NOT
4923,theislamheret  basimafays mariamveiszadeh caus would tip hand instead whine like littl bitchesgt,OFF
4924,thejadedny nope btw yous hoe lol,OFF
4925,thejadedny oh well turn babi aint mine jig,NOT
4926,thejadedny yesterday twitter tell dude  pussi best faith,OFF
4927,thejoelberggren look funni like obama say good economi hipster faggot funni though,OFF
4928,thejustinnn toddkincannon  hes pussi,OFF
4929,thekinziewel chansdav   haha im thinkingofyou dirtylov sexxi bitch,OFF
4930,thekushzombi aww u mad tho success man lmfao hut hug faggot,OFF
4931,theladygam gotta shout u bad bitch u aint bad bitch ,OFF
4932,thelittlefella olevertybstard therealemandm  boooooooo trash,NOT
4933,thelittlefella favor ball throw trash,NOT
4934,thelovelycc whatev lol tan line retard lol tweet subtweet,OFF
4935,themattanderson real quiet son made charli shit steeler loser,OFF
4936,themayormatt  like ur dome smart,NOT
4937,themayormatt live version  pulledpork clam babyjesus lilsmokey,NOT
4938,themayormatt pitch chip slide ur dick tight clam  love mywif,OFF
4939,themayormatt earli beard man get clam  herkfact,NOT
4940, wyattnuckel grizzboadam haha littl shit talkier brought bitch,OFF
4941,themoeee bitch go shoot ball paint ole hobbi find ass,OFF
4942,thenitpickst lol autocorrect bitch voic recognit much faster type,OFF
4943,thenudesgod fuck fat bitch consid threesom ,OFF
4944,theonemissluu love swear id love right btw bitch better googl lyric mine ,OFF
4945,theonemissluu true bitch two account ,OFF
4946,theonemissluu also like flip bitch gabbi qualityword,OFF
4947,theonemissluu know hoe,OFF
4948,theonemissluu hes asshol amp like neck problem amp cant sleep way  u lil bitch,OFF
4949,theonlybdavey bitch uggo fuck,OFF
4950,theonlyre hoe ass savag shit bring memori cook g,OFF
4951, mightymorph big bird big pecker alway mad caus get laid that mother,OFF
4952, winchstrracin  mayb call hooti back dont answer anymor still crow,NOT
4953, gotta get superbowl shirt cleaner hit big bird,NOT
4954, beaner drive em,OFF
4955, best fuss basement bitch like skate rink ,OFF
4956,therealcvl  faggot kbye,OFF
4957,therealcortlan thirsti hoe lol,OFF
4958,therealdiamondj im type put bitch river gtf locat lol,OFF
4959,therealjrsmith peopl like give us bad name disgust piec shit person nigger,OFF
4960,therealjohndo dude fuck mono suck bed trash,OFF
4961,therealjohndo that nate dumbass mock,OFF
4962,therealkevinmcb sauerkraut saul punk ass bitch,OFF
4963,therealoweifi us payback bitch hahaha  happi valentin day though,OFF
4964,therealoweifi good one fuck bitch ass,OFF
4965,therealsaigon gonna ima chase club like mobb deep pussi,OFF
4966,therealsaigon explain caus bitch whine,OFF
4967,therealtahiri lmao dumb hoe budden made popular pleas stop irrelev one care slut,OFF
4968,therealaaw  pot gold ass nigguh,OFF
4969,therev catyou pussi black bore kid kill cop start firewher outrag phoni fnthefiv,OFF
4970,theryanadam word bird,NOT
4971,theseanyv think reconsid hes littl bitch one true god almighti cthulhupleas soul seani,OFF
4972,theseanyv quit pussi call first last name plus ssn ya poon,OFF
4973,theseanyv subtweet use hashtag oomf what differ p jk jerkin yo dick ya nigger faggot,OFF
4974,theseanyv would help other cant handl upper crippl plus moder isnt taken consider itll bad,NOT
4975,theshoeb steamedgreen hoe clean,NOT
4976,thesicthem averaicon lrishgiri oakridgestar izzyjsmom iambord asideofbacon aplmom  celebr poor bitch,OFF
4977,thetrackmamba gator bait ,NOT
4978,thegambit ha aint welcom washington state nashvill serpa straight trash,NOT
4979, problem love bad bitch,OFF
4980,thegreyfoxxx tielermlg halfass your vegetarian pussi,OFF
4981,theparadox bitch,OFF
4982,theredsea shethetruththo bitch yo muthafukin ass react vain femal tweet amp dont context dumb ass dont neither,OFF
4983,theredsea shethetruththo say shit face bruh bitch gettin man u dont know busi handl yo shit,OFF
4984,theredsea stop cover yo goddamn face like kkk yo yung silli ass co sign pussi,OFF
4985,thesweetest shit euro would call typic american fat fuck goe eat fast food time dumb bitch,OFF
4986,theemrwest pussi,OFF
4987,theomaxximus  fuck pussi,OFF
4988,thequeensoxil id rather ask nappi head hoe grandma well id asham famili,OFF
4989,thequeensoxil nappi head hoe cant call anyon ugli stop embarrass pls,OFF
4990,thequeentommi fuck annoy hoe like omg relationship goal like close leg get dress someth,OFF
4991,therealgeorgez pussi without gun bitch spic daddi doesnt even respect sperm drop mom stank pussi,OFF
4992, yanke like florida state floridian,NOT
4993, yass bitch yass ,OFF
4994, momma saw girl danc like  like shake ass hoe,OFF
4995, oh u dog dont show hoe love u ya ol ladi,OFF
4996,thompsonera yal bitch need stock jello fix yal broke ass person ,OFF
4997,threehoez rip plate browni larg tea fri bean potato salad poboy,NOT
4998, chandailbailey steezeyflow hunturpl hipster friend ugli fuck yo pussi stank,OFF
4999,tibaburg straight bench ned ,NOT
5000,tielermlg psvch halfass come rescu retard lick dirti skidmark internet guy fucktard,OFF
5001,timmurphyy fgcubasketbal rather ultra fag get  act go fgcu zing,OFF
5002,timoteoshonesto vcortesusmc littl punk send ass iraq week littl bitch would come home amp kiss ground,OFF
5003,tinnytimm taylor wack ass bitch nigga,OFF
5004, vegeta littl bitch teamgoku,OFF
5005, hoe,OFF
5006, yanke game radio good announc,NOT
5007, yanke fan look back gari sheffield time team,NOT
5008, met fan tri tell rivera isnt best yanke time closer wtf,NOT
5009,titsofanarchi glad dis color man can soyvic fo da white man,OFF
5010,towherev im yellow im sorri,NOT
5011,towherev yay im whitey ,NOT
5012, nfl forgetabout got februari pennant race let go yank,NOT
5013,toddkincannon dywanwii  hes drink much shitti canadian hoser beer eh,OFF
5014,toddkincannon would expect noth less dominion oh way sec bitch,OFF
5015,toetancchamon wild nog even checken op twitter hoe het ging maar zon heftig wond niet verwacht heftig sterkt amp beterschap hoor,OFF
